id,idPlayer,idMedal,dtCreatedAt,dtExpiration,dtRemove,flActive
113,1051,1,2019-01-07,2017-08-11,2017-08-11,0
114,1051,1,2019-01-09,2017-09-13,2017-09-14,0
115,1051,1,2018-12-12,2017-10-07,2017-10-07,0
116,1051,1,2018-08-31,2017-07-25,2017-06-26,0
117,1051,1,2018-12-09,2017-11-04,2017-10-04,0
118,1051,1,2019-01-12,2017-12-07,2017-11-07,0
119,1051,1,2018-12-09,2017-11-04,2017-10-04,0
120,1051,1,2018-10-03,2017-08-28,2017-07-29,0
121,1051,1,2018-09-01,2017-07-26,2017-06-27,0
122,1051,1,2019-01-11,2017-12-06,2017-11-06,0
123,1051,1,2019-01-06,2017-12-01,2017-12-02,0
124,1051,1,2018-10-04,2017-10-01,2017-10-01,0
125,1051,1,2018-12-09,2018-01-06,2018-01-06,0
126,1051,1,2018-09-30,2017-11-27,2017-11-27,0
127,1051,1,2018-09-01,2017-11-27,2017-10-28,0
128,1051,1,2018-10-03,2017-12-29,2017-12-29,0
129,1051,1,2018-12-06,2018-04-03,2018-04-03,0
130,1051,1,2019-01-10,2018-06-06,2018-06-07,0
131,1051,1,2019-03-01,2019-04-03,2019-04-04,0
132,1051,1,2019-03-25,2019-04-24,2019-04-25,0
133,1051,1,2021-02-20,2021-03-19,2021-03-19,0
134,1051,1,2021-05-27,2021-06-27,2021-06-28,0
148,1668,1,2018-12-09,2016-09-16,2016-09-16,0
149,1668,1,2018-12-06,2016-10-12,2016-10-13,0
150,1668,1,2018-08-29,2016-08-06,2016-08-07,0
151,1668,1,2018-10-02,2017-03-03,2017-03-04,0
152,1668,1,2018-10-03,2017-04-06,2017-04-07,0
153,1668,1,2018-08-31,2017-04-05,2017-04-06,0
154,1668,1,2018-08-30,2017-12-08,2017-12-09,0
155,1668,1,2018-10-04,2018-11-03,2018-11-04,0
156,1668,1,2020-06-24,2020-07-23,2020-07-24,0
157,1668,1,2020-08-21,2020-09-21,2020-09-22,0
158,1668,1,2020-05-17,2020-06-16,2020-06-17,0
159,1668,1,2021-08-07,2021-09-12,2021-09-07,0
160,1668,1,2021-11-12,2021-12-16,2021-12-17,0
207,643,1,2019-01-06,2016-06-10,2016-06-05,0
231,2185,1,2018-12-07,2016-05-05,2016-05-06,0
232,2185,1,2018-12-10,2017-02-09,2017-02-10,0
233,2185,1,2018-09-30,2017-01-01,2017-01-02,0
234,2185,1,2019-01-09,2017-05-14,2017-05-15,0
241,1181,1,2018-09-03,2016-05-29,2016-05-30,0
242,1181,1,2018-10-01,2018-10-31,2018-10-31,0
243,1181,1,2018-10-31,2018-11-30,2018-11-30,0
244,1181,1,2019-12-08,2020-01-07,2020-01-08,0
245,1181,1,2020-10-07,2020-11-07,2020-11-07,0
246,1181,1,2021-02-12,2021-03-11,2021-02-12,0
247,1181,1,2021-02-12,2021-03-11,2021-03-12,0
276,791,1,2018-12-11,2016-05-13,2016-05-10,0
277,791,1,2018-10-04,2016-04-10,2016-04-01,0
278,791,1,2019-01-12,2016-08-16,2016-08-17,0
279,791,1,2019-01-06,2017-04-11,2017-04-11,0
280,791,1,2018-09-03,2017-01-10,2017-01-12,0
281,791,1,2018-09-03,2017-02-11,2017-02-11,0
282,791,1,2019-01-10,2017-07-18,2017-07-18,0
283,791,1,2018-09-29,2017-05-05,2017-05-05,0
284,791,1,2018-12-06,2017-08-13,2017-08-14,0
285,791,1,2018-12-08,2018-01-18,2018-01-18,0
286,791,1,2019-01-12,2018-03-21,2018-02-22,0
287,791,1,2018-12-07,2018-02-16,2018-02-16,0
288,791,1,2018-12-11,2018-03-19,2018-02-20,0
289,791,1,2018-09-30,2018-01-07,2018-01-07,0
290,791,1,2018-08-29,2018-01-08,2018-01-08,0
291,791,1,2018-09-30,2018-03-09,2018-03-09,0
292,791,1,2019-01-12,2018-07-21,2018-07-21,0
293,791,1,2018-12-07,2018-07-15,2018-07-15,0
294,791,1,2018-12-09,2018-08-17,2018-08-17,0
295,791,1,2018-12-12,2018-09-19,2018-09-19,0
296,791,1,2018-08-30,2018-07-05,2018-07-06,0
297,791,1,2018-10-10,2018-11-10,2018-11-11,0
298,791,1,2018-11-06,2018-12-05,2018-12-06,0
299,791,1,2019-03-20,2019-04-18,2019-04-18,0
300,791,1,2018-12-08,2019-01-10,2019-01-10,0
301,791,1,2019-05-20,2019-06-19,2019-06-19,0
302,791,1,2019-03-10,2019-04-10,2019-04-10,0
303,791,1,2019-04-05,2019-05-04,2019-05-04,0
304,791,1,2021-04-01,2021-05-03,2021-05-03,0
305,791,1,2021-04-27,2021-05-29,2021-05-29,0
306,791,1,2021-05-28,2021-06-27,2021-06-27,0
307,791,1,2021-06-29,2021-07-29,2021-07-29,0
308,791,1,2021-04-24,2021-05-23,2021-05-23,0
309,791,1,2021-07-29,2021-08-29,2021-08-29,0
310,791,1,2021-06-18,2021-07-17,2021-07-17,0
311,791,1,2021-10-27,2021-11-26,2021-11-26,0
312,791,1,2021-08-20,2021-09-20,2021-09-20,0
313,791,1,2021-08-20,2021-09-19,2021-09-19,0
314,791,1,2021-12-22,2022-01-22,2022-01-22,0
315,791,1,2021-11-16,2021-12-15,2021-12-15,0
316,791,1,2022-03-22,2022-04-21,,1
371,1382,1,2018-09-03,2016-08-31,2016-09-01,0
372,1382,1,2018-12-06,2017-10-02,2017-10-02,0
373,1382,1,2018-09-30,2017-08-25,2017-08-26,0
374,1382,1,2018-11-23,2018-12-22,2018-12-22,0
375,1382,1,2018-12-26,2019-01-28,2019-01-28,0
376,1382,1,2019-05-30,2019-06-29,2019-06-29,0
377,1382,1,2019-06-30,2019-07-30,2019-07-31,0
388,2081,1,2018-09-02,,2016-11-02,0
389,2081,1,2019-01-10,2017-04-09,2017-04-10,0
390,2081,1,2018-10-04,2018-07-14,2018-07-14,0
391,2081,1,2018-10-02,2018-08-11,2018-08-04,0
392,2081,1,2019-12-04,2019-12-08,2019-12-09,0
410,2709,1,2018-09-03,2016-02-09,2016-02-02,0
411,2709,1,2018-09-03,2016-03-06,2016-02-29,0
412,2709,1,2018-09-03,2016-04-03,2016-04-04,0
413,2709,1,2018-09-03,2016-05-08,2016-05-09,0
414,2709,1,2018-12-07,2016-09-14,2016-09-15,0
415,2709,1,2018-08-30,2016-08-15,2016-08-10,0
416,2709,1,2019-01-09,2017-01-24,2017-01-25,0
417,2709,1,2018-09-29,2016-11-15,2016-11-15,0
418,2709,1,2018-10-01,2017-01-07,2017-01-08,0
419,2709,1,2019-01-10,2017-05-21,2017-05-22,0
420,2709,1,2018-09-03,2017-03-14,2017-03-15,0
421,2709,1,2018-09-04,2017-04-15,2017-04-16,0
422,2709,1,2018-09-03,2017-05-17,2017-05-18,0
423,2709,1,2018-08-29,2017-06-21,2017-06-22,0
424,2709,1,2018-12-09,2017-11-05,2017-11-06,0
425,2709,1,2018-10-03,2017-10-01,2017-10-02,0
426,2709,1,2018-09-03,2017-10-02,2017-10-03,0
427,2709,1,2018-10-01,2017-12-02,2017-12-03,0
428,2709,1,2018-10-04,2018-01-05,2018-01-06,0
429,2709,1,2019-01-07,2018-05-11,2018-05-12,0
430,2709,1,2018-09-04,2018-02-09,2018-02-10,0
431,2709,1,2018-09-03,2018-03-09,2018-03-10,0
432,2709,1,2018-12-12,2018-07-18,2018-07-19,0
433,2709,1,2019-01-12,2018-09-19,2018-09-20,0
434,2709,1,2018-09-30,2018-07-06,2018-07-07,0
435,2709,1,2018-12-11,2018-10-20,2018-10-21,0
436,2709,1,2019-01-07,2018-12-19,2018-12-20,0
437,2709,1,2018-12-12,2018-12-24,2018-12-25,0
461,1105,1,2018-12-06,2016-08-29,2016-08-30,0
462,1105,1,2021-07-22,2021-08-21,2021-08-22,0
474,636,1,2020-04-19,2020-07-17,2020-07-18,0
485,1098,1,2018-10-03,2018-01-27,2018-01-28,0
486,1098,1,2019-11-15,2019-12-15,2019-12-16,0
487,1098,1,2019-12-19,2020-01-18,2020-01-19,0
488,1098,1,2020-06-04,2020-07-03,2020-07-04,0
489,1098,1,2021-12-13,2022-01-17,,1
551,757,1,2019-01-07,2017-07-13,2017-07-13,0
552,757,1,2019-01-10,2017-08-15,2017-08-15,0
553,757,1,2018-12-06,2017-08-11,2017-08-11,0
554,757,1,2018-08-29,2017-06-02,2017-06-02,0
555,757,1,2019-01-11,2017-11-14,2017-11-14,0
556,757,1,2018-10-02,2017-09-05,2017-09-05,0
557,757,1,2018-12-08,2017-12-10,2017-12-10,0
558,757,1,2018-12-11,2018-01-13,2018-01-14,0
559,757,1,2018-08-30,2017-11-01,2017-11-01,0
560,757,1,2018-09-04,2017-12-05,2017-11-06,0
561,757,1,2018-09-01,2017-12-02,2017-12-02,0
562,757,1,2019-01-07,2018-05-10,2018-05-11,0
563,757,1,2018-09-30,2018-03-03,2018-03-03,0
564,757,1,2018-12-12,2018-06-15,2018-06-15,0
565,757,1,2018-12-11,2018-07-13,2018-07-13,0
566,757,1,2018-12-08,2018-08-10,2018-08-10,0
567,757,1,2018-08-31,2018-06-01,2018-06-01,0
568,757,1,2018-12-07,2018-10-07,2018-10-07,0
569,757,1,2019-01-08,2018-12-08,2018-12-08,0
570,757,1,2018-08-29,2018-08-28,2018-08-28,0
571,757,1,2018-12-08,2019-01-07,2019-01-07,0
572,757,1,2018-09-30,2018-10-30,2018-10-30,0
573,757,1,2018-10-29,2018-11-28,2018-11-28,0
574,757,1,2018-12-29,2019-01-28,2019-01-28,0
575,757,1,2019-04-05,2019-05-04,2019-05-05,0
576,757,1,2019-05-07,2019-06-07,2019-06-07,0
577,757,1,2019-07-08,2019-08-07,2019-08-08,0
578,757,1,2019-08-08,2019-09-07,2019-09-07,0
579,757,1,2019-06-01,2019-06-30,2019-06-30,0
580,757,1,2019-06-28,2019-07-27,2019-07-28,0
581,757,1,2019-10-09,2019-11-08,2019-11-08,0
582,757,1,2019-11-05,2019-12-04,2019-12-04,0
583,757,1,2019-08-27,2019-09-26,2019-09-27,0
584,757,1,2020-03-25,2020-04-26,2020-04-27,0
585,757,1,2020-03-25,2020-04-25,2020-04-25,0
586,757,1,2020-07-30,2020-08-29,2020-07-30,0
587,757,1,2020-06-29,2020-07-28,2020-07-28,0
588,757,1,2020-07-28,2020-08-28,2020-07-28,0
589,757,1,2020-08-29,2020-09-29,2020-09-29,0
590,757,1,2020-09-30,2020-10-29,2020-09-30,0
591,757,1,2020-09-26,2020-10-25,2020-10-25,0
592,757,1,2020-06-17,2020-07-16,2020-06-17,0
593,757,1,2020-09-28,2020-10-27,2020-10-27,0
594,757,1,2020-08-21,2020-09-21,2020-08-21,0
595,757,1,2020-08-22,2020-09-22,2020-09-22,0
596,757,1,2020-08-22,2020-09-21,2020-08-22,0
597,757,1,2020-09-18,2020-10-17,2020-10-17,0
598,757,1,2020-10-20,2020-11-20,2020-11-20,0
599,757,1,2020-11-19,2020-12-18,2020-12-19,0
600,757,1,2021-02-13,2021-03-12,2021-03-13,0
601,757,1,2021-03-13,2021-04-13,2021-04-12,0
602,757,1,2021-07-16,2021-08-15,2021-08-15,0
603,757,1,2021-05-08,2021-06-08,2021-06-08,0
604,757,1,2021-09-14,2021-10-13,2021-10-14,0
605,757,1,2021-07-07,2021-08-06,2021-08-05,0
606,757,1,2021-07-09,2021-08-09,2021-08-09,0
607,757,1,2021-09-09,2021-10-08,2021-10-08,0
608,757,1,2021-12-14,2022-01-14,2022-01-14,0
609,757,1,2022-02-10,2022-03-09,2022-03-09,0
610,757,1,2022-02-09,2022-03-08,2022-03-08,0
611,757,1,2022-04-09,2022-05-11,,1
658,2042,1,2019-01-08,2016-06-07,2016-06-07,0
659,2042,1,2018-12-10,2016-06-17,2016-06-07,0
660,2042,1,2018-10-03,2016-05-08,2016-05-09,0
661,2042,1,2018-09-03,2016-05-15,2016-05-16,0
662,2042,1,2018-09-04,2016-06-19,2016-06-20,0
663,2042,1,2018-12-10,2016-12-23,2016-11-24,0
664,2042,1,2018-09-03,2016-10-16,2016-10-17,0
665,2042,1,2018-09-02,2017-01-11,2017-01-12,0
666,2042,1,2019-01-11,2017-05-29,2017-05-30,0
667,2042,1,2018-12-07,2017-05-17,2017-05-18,0
668,2042,1,2018-12-09,2017-06-22,2017-06-23,0
669,2042,1,2019-01-07,2018-03-22,2018-03-22,0
670,2042,1,2019-01-11,2018-04-25,2018-03-26,0
671,2042,1,2018-09-04,2017-12-18,2017-12-18,0
672,2042,1,2018-10-02,2018-02-18,2018-02-18,0
673,2042,1,2018-09-01,2018-02-16,2018-02-16,0
674,2042,1,2018-10-04,2018-04-19,2018-04-19,0
675,2042,1,2018-12-09,2018-07-23,2018-07-23,0
676,2042,1,2018-09-30,2018-06-13,2018-06-14,0
677,2042,1,2018-09-01,2018-06-15,2018-06-14,0
678,2042,1,2019-01-12,2018-12-24,2018-11-24,0
679,2042,1,2018-12-10,2018-11-22,2018-11-22,0
680,2042,1,2019-01-09,2019-01-20,2019-01-21,0
681,2042,1,2019-01-24,2019-02-24,2019-02-24,0
682,2042,1,2018-10-14,2018-11-13,2018-11-13,0
683,2042,1,2018-12-10,2019-01-09,2019-01-10,0
684,2042,1,2019-04-22,2019-05-21,2019-05-21,0
685,2042,1,2019-02-15,2019-03-14,2019-03-14,0
686,2042,1,2019-05-21,2019-06-21,2019-06-22,0
687,2042,1,2019-04-18,2019-05-14,2019-05-15,0
688,2042,1,2019-07-23,2019-08-20,2019-08-20,0
689,2042,1,2019-05-08,2019-06-07,2019-06-07,0
690,2042,1,2019-09-16,2019-10-15,2019-10-15,0
691,2042,1,2019-10-18,2019-11-18,2019-11-18,0
692,2042,1,2019-12-16,2020-01-15,2020-01-15,0
693,2042,1,2019-12-14,2020-01-14,2020-01-14,0
694,2042,1,2020-01-14,2020-02-13,2020-02-13,0
695,2042,1,2020-02-16,2020-03-15,2020-02-16,0
696,2042,1,2019-11-07,2019-12-06,2019-12-06,0
697,2042,1,2020-04-11,2020-05-12,2020-04-11,0
698,2042,1,2020-04-14,2020-05-15,2020-05-15,0
699,2042,1,2020-05-12,2020-06-11,2020-05-12,0
700,2042,1,2020-05-15,2020-06-14,2020-06-14,0
701,2042,1,2020-06-14,2020-07-14,2020-06-14,0
702,2042,1,2020-06-13,2020-07-13,2020-07-13,0
703,2042,1,2020-04-03,2020-05-02,2020-04-03,0
704,2042,1,2020-04-08,2020-05-07,2020-05-07,0
705,2042,1,2020-08-13,2020-09-13,2020-08-13,0
706,2042,1,2020-04-06,2020-05-06,2020-05-06,0
707,2042,1,2020-08-11,2020-09-10,2020-08-11,0
708,2042,1,2020-08-16,2020-09-15,2020-09-15,0
709,2042,1,2020-07-02,2020-08-01,2020-07-02,0
710,2042,1,2020-07-02,2020-08-01,2020-08-01,0
711,2042,1,2020-06-30,2020-07-30,2020-06-30,0
712,2042,1,2020-07-04,2020-08-04,2020-08-04,0
713,2042,1,2020-11-13,2020-12-12,2020-11-13,0
714,2042,1,2020-11-13,2020-12-12,2020-12-12,0
715,2042,1,2020-12-12,2021-01-12,2020-12-12,0
716,2042,1,2020-09-02,2020-10-02,2020-10-02,0
717,2042,1,2020-10-30,2020-11-30,2020-10-30,0
718,2042,1,2020-10-29,2020-11-29,2020-11-29,0
719,2042,1,2020-11-04,2020-12-03,2020-12-03,0
720,2042,1,2021-03-10,2021-04-12,2021-03-24,0
721,2042,1,2021-04-23,2022-04-23,,1
756,1723,1,2019-08-11,2019-09-11,2019-09-11,0
757,1723,1,2019-08-13,2019-09-12,2019-09-13,0
758,1723,1,2020-11-28,2020-12-27,2020-12-28,0
805,2304,1,2018-09-02,2016-02-04,2016-02-01,0
806,2304,1,2018-09-02,2016-05-11,2016-05-12,0
807,2304,1,2018-08-31,2017-02-02,2017-02-03,0
808,2304,1,2018-08-31,2017-03-12,2017-03-13,0
809,2304,1,2019-01-08,2017-08-21,2017-08-22,0
810,2304,1,2018-08-29,2018-01-19,2018-01-20,0
811,2304,1,2018-12-12,2018-06-27,2018-06-28,0
812,2304,1,2018-09-30,2018-05-17,2018-05-18,0
813,2304,1,2018-12-10,2018-08-29,2018-08-30,0
814,2304,1,2018-09-02,2018-06-27,2018-06-28,0
815,2304,1,2018-12-10,2018-12-27,2018-12-28,0
816,2304,1,2019-02-01,2019-02-28,2019-03-01,0
817,2304,1,2019-08-01,2019-08-08,2019-08-09,0
818,2304,1,2020-03-15,2020-07-14,2020-07-15,0
819,2304,1,2020-07-17,2020-08-17,2020-08-17,0
820,2304,1,2020-12-20,2021-01-19,2020-12-20,0
821,2304,1,2020-09-17,2020-10-16,2020-10-17,0
871,1899,1,2018-09-02,2016-02-04,2016-02-01,0
872,1899,1,2018-09-29,2016-03-30,2016-03-25,0
873,1899,1,2019-01-07,2016-08-10,2016-08-11,0
874,1899,1,2018-12-12,2016-08-18,2016-08-19,0
875,1899,1,2019-01-12,2016-11-16,2016-11-16,0
876,1899,1,2018-12-08,2016-11-12,2016-11-13,0
877,1899,1,2019-01-08,2017-01-14,2017-01-15,0
878,1899,1,2019-01-10,2017-02-17,2017-02-18,0
879,1899,1,2018-09-02,2016-11-17,2016-11-16,0
880,1899,1,2019-01-11,2017-04-24,2017-04-24,0
881,1899,1,2018-08-31,2017-01-15,2017-01-15,0
882,1899,1,2018-10-01,2017-03-15,2017-03-15,0
883,1899,1,2019-01-06,2017-07-20,2017-07-20,0
884,1899,1,2019-01-10,2017-08-23,2017-08-24,0
885,1899,1,2018-09-02,2017-06-27,2017-06-27,0
886,1899,1,2018-08-31,2017-07-24,2017-07-24,0
887,1899,1,2018-09-01,2017-08-25,2017-08-25,0
888,1899,1,2018-09-02,2017-09-25,2017-09-25,0
889,1899,1,2018-12-09,2018-02-01,2018-02-01,0
890,1899,1,2019-01-11,2018-04-02,2018-03-03,0
891,1899,1,2018-09-04,2017-11-26,2017-11-26,0
892,1899,1,2018-10-04,2018-01-25,2018-01-25,0
893,1899,1,2019-01-09,2018-06-01,2018-06-01,0
894,1899,1,2019-01-08,2018-06-30,2018-06-30,0
895,1899,1,2018-10-04,2018-04-26,2018-04-26,0
896,1899,1,2018-12-08,2018-07-29,2018-07-29,0
897,1899,1,2019-01-08,2018-09-29,2018-09-29,0
898,1899,1,2019-01-06,2018-10-26,2018-10-27,0
899,1899,1,2018-12-10,2018-12-23,2018-12-23,0
900,1899,1,2018-09-15,2018-10-15,2018-10-15,0
901,1899,1,2019-02-21,2019-03-20,2019-03-21,0
902,1899,1,2018-11-17,2018-12-15,2018-12-16,0
903,1899,1,2018-12-13,2019-01-15,2019-01-15,0
904,1899,1,2019-05-24,2019-06-23,2019-06-23,0
905,1899,1,2019-03-16,2019-04-16,2019-04-16,0
906,1899,1,2019-06-24,2019-07-23,2019-07-23,0
907,1899,1,2019-07-20,2019-08-20,2019-08-20,0
908,1899,1,2019-09-23,2019-10-22,2019-10-22,0
909,1899,1,2019-07-14,2019-08-13,2019-08-13,0
910,1899,1,2019-11-16,2019-12-16,2019-12-16,0
911,1899,1,2019-12-20,2020-01-19,2020-01-19,0
912,1899,1,2019-12-20,2020-01-20,2020-01-20,0
913,1899,1,2019-10-12,2019-11-11,2019-11-11,0
914,1899,1,2019-11-12,2019-12-11,2019-11-12,0
915,1899,1,2019-11-08,2019-12-07,2019-12-07,0
916,1899,1,2019-12-08,2020-01-09,2019-12-08,0
917,1899,1,2020-01-05,2020-02-06,2020-02-06,0
918,1899,1,2020-02-06,2020-03-05,2020-02-06,0
919,1899,1,2020-05-19,2020-06-18,2020-06-18,0
920,1899,1,2020-03-09,2020-04-09,2020-03-09,0
921,1899,1,2020-03-08,2020-04-08,2020-04-08,0
922,1899,1,2020-03-07,2020-04-06,2020-03-07,0
923,1899,1,2020-06-16,2020-07-15,2020-07-15,0
924,1899,1,2020-07-15,2020-08-15,2020-07-15,0
925,1899,1,2020-04-07,2020-05-07,2020-05-07,0
926,1899,1,2020-06-10,2020-07-09,2020-06-10,0
927,1899,1,2020-06-07,2020-07-06,2020-07-06,0
928,1899,1,2020-07-03,2020-08-02,2020-07-03,0
929,1899,1,2020-09-11,2020-10-10,2020-10-11,0
930,1899,1,2020-08-07,2020-09-07,2020-09-07,0
931,1899,1,2020-08-08,2020-09-07,2020-08-08,0
932,1899,1,2020-11-12,2020-12-11,2020-12-11,0
933,1899,1,2020-09-08,2020-10-08,2020-09-08,0
934,1899,1,2021-01-15,2021-02-15,2021-02-15,0
935,1899,1,2021-02-13,2021-03-12,2021-02-13,0
936,1899,1,2020-10-04,2020-11-03,2020-11-03,0
937,1899,1,2020-11-07,2020-12-06,2020-12-06,0
938,1899,1,2021-03-11,2021-04-13,2021-04-13,0
939,1899,1,2021-05-14,2021-06-13,2021-06-13,0
940,1899,1,2021-02-06,2021-03-06,2021-03-06,0
941,1899,1,2021-06-13,2021-07-12,2021-07-12,0
942,1899,1,2021-03-31,2021-04-30,2021-04-30,0
943,1899,1,2021-05-05,2021-06-04,2021-06-04,0
944,1899,1,2021-07-01,2021-07-31,2021-07-31,0
945,1899,1,2021-08-03,2021-09-03,2021-09-03,0
946,1899,1,2021-08-04,2021-09-03,2021-09-03,0
947,1899,1,2021-12-07,2022-01-07,2022-01-07,0
948,1899,1,2021-10-28,2021-11-28,2021-11-28,0
949,1899,1,2022-02-10,2022-03-09,2022-03-09,0
950,1899,1,2022-03-04,2022-04-06,,1
982,156,1,2019-01-09,2018-07-07,2018-07-08,0
983,156,1,2019-04-02,2019-05-01,2019-05-02,0
984,156,1,2019-04-07,2019-05-07,2019-05-08,0
985,156,1,2019-09-18,2019-10-17,2019-10-16,0
986,156,1,2019-09-15,2019-10-14,2019-10-14,0
987,156,1,2019-08-06,2019-09-06,2019-09-06,0
988,156,1,2019-09-09,2019-10-08,2019-10-08,0
989,156,1,2020-01-16,2020-02-16,2020-02-16,0
990,156,1,2019-11-08,2019-12-07,2019-12-07,0
991,156,1,2020-03-15,2020-04-14,2020-03-15,0
992,156,1,2020-02-11,2020-03-10,2020-03-10,0
993,156,1,2020-01-07,2020-02-08,2020-01-07,0
994,156,1,2020-01-04,2020-02-05,2020-02-05,0
995,156,1,2020-05-13,2020-06-12,2020-05-13,0
996,156,1,2020-04-15,2020-05-14,2020-05-15,0
997,156,1,2020-06-11,2020-07-11,2020-07-10,0
998,156,1,2020-03-07,2020-04-06,2020-03-07,0
999,156,1,2020-04-04,2020-05-03,2020-05-03,0
1000,156,1,2020-05-03,2020-06-03,2020-05-03,0
1001,156,1,2020-08-09,2020-09-09,2020-09-09,0
1002,156,1,2020-05-01,2020-05-31,2020-05-01,0
1003,156,1,2020-05-02,2020-06-01,2020-06-01,0
1004,156,1,2020-06-06,2020-07-05,2020-06-06,0
1005,156,1,2020-10-08,2020-11-07,2020-11-07,0
1006,156,1,2020-07-31,2020-08-30,2020-07-31,0
1007,156,1,2020-07-30,2020-08-29,2020-08-29,0
1008,156,1,2020-12-07,2021-01-06,2020-12-07,0
1009,156,1,2020-11-10,2020-12-09,2020-12-09,0
1010,156,1,2020-09-29,2020-10-28,2020-09-29,0
1011,156,1,2021-01-06,2021-02-06,2021-02-06,0
1012,156,1,2020-10-02,2020-11-01,2020-10-02,0
1013,156,1,2021-02-11,2021-03-10,2021-03-10,0
1014,156,1,2020-11-03,2020-12-02,2020-12-02,0
1015,156,1,2020-12-01,2021-01-03,2021-01-03,0
1016,156,1,2021-05-06,2021-06-05,2021-06-06,0
1017,156,1,2021-06-08,2021-07-08,2021-07-08,0
1018,156,1,2021-03-01,2021-03-31,2021-03-31,0
1019,156,1,2021-07-11,2021-08-11,2021-08-12,0
1020,156,1,2021-08-12,2021-11-10,2021-11-11,0
1078,2169,1,2019-02-22,2019-05-22,2019-05-22,0
1079,2169,1,2019-03-16,2019-06-15,2019-06-15,0
1080,2169,1,2019-06-19,2019-09-17,2019-09-18,0
1081,2169,1,2019-09-19,2020-03-16,2020-03-16,0
1082,2169,1,2020-02-15,2020-08-12,2020-02-15,0
1083,2169,1,2020-06-25,2020-12-22,2020-12-22,0
1084,2169,1,2020-12-21,2021-06-19,2020-12-21,0
1085,2169,1,2020-08-10,2021-02-08,2021-02-09,0
1086,2169,1,2021-03-11,2021-09-08,2021-09-09,0
1087,2169,1,2021-09-06,2021-10-10,2021-09-06,0
1088,2169,1,2021-11-17,2022-11-17,,1
1119,1149,1,2019-01-08,2016-09-19,2016-09-19,0
1120,1149,1,2018-12-11,2016-09-21,2016-09-22,0
1121,1149,1,2018-09-29,2016-09-06,2016-09-07,0
1139,62,1,2020-06-25,2020-07-24,2020-07-24,0
1140,62,1,2020-08-18,2020-09-18,2020-08-18,0
1141,62,1,2020-04-12,2020-05-12,2020-05-12,0
